;start;stop;termik1Motor;termik2Motor;motor1anaKontaktör;motor1yildizKontaktor;motor1ucgenKontaktor;motor2anaKontaktör;motor2yildizKontaktor;motor2ucgenKontaktor;sistemHazyrLambasy;motor1yildizUcgenGecisZaman;motor2yildizUcgenGecisZaman
zaman;M0.0;M0.1;M0.2;M0.3;Q0.0;Q0.1;Q0.2;Q0.3;Q0.4;Q0.5;Q0.6;MD100;MD104
10:11:53.161;0;0;0;0;0;0;0;0;0;0;0;0;0
10:11:53.260;0;0;0;0;0;0;0;0;0;0;0;0;0
10:11:53.379;0;0;0;0;0;0;0;0;0;0;0;0;0
10:11:53.476;0;0;0;0;0;0;0;0;0;0;0;0;0
10:11:53.574;0;0;0;0;0;0;0;0;0;0;0;0;0
10:11:53.687;0;0;0;0;0;0;0;0;0;0;0;0;0
10:11:53.794;0;0;0;0;0;0;0;0;0;0;0;0;0
10:11:53.891;0;0;0;0;0;0;0;0;0;0;0;0;0
10:11:53.999;0;0;0;0;0;0;0;0;0;0;0;0;0
10:11:54.109;0;0;0;0;0;0;0;0;0;0;0;0;0
10:11:54.240;0;0;0;0;0;0;0;0;0;0;0;0;0
10:11:54.340;0;0;0;0;0;0;0;0;0;0;0;0;0
